symbol,date,open,high,low,close,volume,quote_volume,trades,taker_buy_vol,taker_buy_quote,daily_return_pct,price_range_pct,buy_sell_ratio,taker_buy_pct,volume_usd_mil,sma_7,sma_30,sma_90,sma_200,volatility_7d,volatility_30d,vol_sma_7,vol_sma_30,price_vol_ratio
AAVEUSDT,2022-08-10,97.8,113.1,95.1,111.1,357430.82,38165375.8467,116780,176373.591,18813386.2176,13.4831,18.9274,0.9741,49.34,38.17,101.571429,93.35,84.697778,124.471,6.1289,6.794,19671706.06,26128861.31,2.91e-06
AAVEUSDT,2022-08-11,111.1,113.9,106.2,107.5,250385.748,27566227.8453,69443,121892.821,13433880.8031,-3.2403,7.2505,0.9486,48.68,27.57,103.157143,94.653333,84.975556,124.2165,6.5,6.8186,21090984.3,26359564.95,3.9e-06
AAVEUSDT,2022-08-12,107.5,115.8,105.5,114.7,172207.451,19055077.3698,57582,91955.478,10187735.4627,6.6977,9.763,1.1458,53.4,19.06,104.857143,95.82,85.286667,124.0275,6.5074,6.3002,20133680.04,25645847.36,6.02e-06
AAVEUSDT,2022-08-13,114.7,115.8,109.5,110.5,161864.569,18230678.6674,46856,78735.667,8864161.7723,-3.6617,5.7534,0.9472,48.64,18.23,106.485714,96.46,85.491111,123.821,6.516,5.851,21114751.53,24706988.88,6.06e-06
AAVEUSDT,2022-08-14,110.6,113.2,105.8,107.5,115148.345,12626690.1005,37158,56476.975,6194918.8658,-2.7149,6.9943,0.9626,49.05,12.63,107.371429,97.03,85.753333,123.626,6.7194,5.8776,21122253.65,23730226.51,8.51e-06
AAVEUSDT,2022-08-15,107.4,112.4,103.8,107.1,186767.306,20148390.1916,64518,90121.579,9719404.4485,-0.3721,8.2852,0.9325,48.25,20.15,108.042857,97.503333,85.914444,123.439,6.7402,5.8683,21473061.03,23196883.88,5.32e-06
AAVEUSDT,2022-08-16,107.1,110.5,105.5,109.8,216416.167,23374041.8493,60205,110607.421,11945351.9444,2.521,4.7393,1.0454,51.11,23.37,109.742857,98.223333,86.224444,123.243,6.3422,5.7771,22738068.84,23204647.89,4.7e-06
AAVEUSDT,2022-08-17,109.8,112.3,99.2,100.2,240659.372,25346101.2734,62590,127825.733,13431761.0069,-8.7432,13.2056,1.1329,53.11,25.35,108.185714,98.356667,86.317778,122.974,4.9353,5.8224,20906743.9,22700380.83,3.95e-06
AAVEUSDT,2022-08-18,100.3,101.7,94.2,94.9,140447.321,13898768.6774,44775,70436.071,6973988.798,-5.2894,7.9618,1.0061,50.15,13.9,106.385714,98.33,86.37,122.704,5.1227,5.9099,18954249.73,21668538.5,6.83e-06
AAVEUSDT,2022-08-19,94.9,95.4,82.8,83.4,368146.773,32432101.4943,83476,184191.267,16256093.702,-12.118,15.2174,1.0013,50.03,32.43,101.914286,98.083333,86.282222,122.3335,4.9448,6.2527,20865253.18,21706275.96,2.57e-06
AAVEUSDT,2022-08-20,83.4,86.9,79.9,82.8,152743.549,12768527.2148,43665,77572.374,6490718.4257,-0.7194,8.761,1.0319,50.79,12.77,97.957143,97.663333,86.156667,121.929,5.1335,6.1767,20084945.83,21385119.3,6.48e-06
AAVEUSDT,2022-08-21,82.9,87.1,81.7,86.0,114088.526,9655311.4305,34331,58766.697,4978259.8257,3.8647,6.6095,1.0623,51.51,9.66,94.885714,97.543333,86.008889,121.603,5.9312,6.1219,19660463.16,21121048.68,8.91e-06
AAVEUSDT,2022-08-22,85.9,88.7,81.9,88.4,190616.581,16231749.9395,54265,94477.591,8054395.9416,2.7907,8.3028,0.9827,49.56,16.23,92.214286,97.51,85.806667,121.28,6.2735,6.1421,19100943.13,21213107.61,5.45e-06
AAVEUSDT,2022-08-23,88.5,91.2,85.1,89.4,167019.009,14801085.6564,46070,80899.709,7171330.481,1.1312,7.168,0.9394,48.44,14.8,89.3,97.47,85.665556,120.893,6.1069,6.1408,17876235.1,21317880.56,6.04e-06
AAVEUSDT,2022-08-24,89.5,91.9,86.8,88.5,114060.905,10183074.4696,38581,57486.58,5132080.1042,-1.0067,5.8756,1.0161,50.4,10.18,87.628571,97.71,85.526667,120.5045,5.507,5.8246,15710088.41,21050936.76,8.69e-06
AAVEUSDT,2022-08-25,88.5,95.8,87.7,93.2,180095.58,16506225.2073,51248,86556.57,7924363.4908,5.3107,9.236,0.9254,48.06,16.51,87.385714,98.113333,85.535556,120.103,5.7808,5.8899,16082582.2,21193066.18,5.65e-06
AAVEUSDT,2022-08-26,93.2,94.2,81.8,82.8,221902.31,19804881.2846,58350,106957.504,9556192.4993,-11.1588,15.1589,0.9305,48.2,19.8,87.3,97.716667,85.394444,119.6065,5.4505,5.4408,14278693.6,21045333.69,4.18e-06
AAVEUSDT,2022-08-27,82.7,83.6,80.4,82.0,129020.116,10576130.8129,26703,63611.688,5216381.9609,-0.9662,3.9801,0.9725,49.3,10.58,87.185714,97.1,85.244444,119.097,5.457,5.3043,13965494.11,19942547.62,7.75e-06
AAVEUSDT,2022-08-28,82.1,83.6,78.2,78.6,103340.6,8403435.3155,23477,48654.98,3954811.3422,-4.1463,6.9054,0.8897,47.08,8.4,86.128571,96.536667,84.813333,118.55,5.3492,5.2825,13786654.67,19409725.71,9.35e-06
AAVEUSDT,2022-08-29,78.6,86.2,78.0,85.8,111809.624,9225041.3845,29169,58196.934,4813719.6666,9.1603,10.5128,1.0855,52.05,9.23,85.757143,96.223333,84.512222,118.102,6.5403,5.57,12785696.3,19052083.84,9.3e-06
AAVEUSDT,2022-08-30,85.7,88.1,81.4,84.5,155436.215,13245420.0984,40835,75607.549,6445284.8369,-1.5152,8.231,0.9471,48.64,13.25,85.057143,95.786667,84.27,117.7065,6.5243,5.5509,12563458.37,17928232.52,6.38e-06
AAVEUSDT,2022-08-31,84.5,88.8,84.3,84.8,136119.452,11787944.6528,36552,66769.548,5788998.4457,0.355,5.3381,0.9628,49.05,11.79,84.528571,95.393333,83.98,117.3185,6.5311,5.5506,12792725.54,17667952.19,7.19e-06
AAVEUSDT,2022-09-01,84.8,87.0,82.0,86.4,100488.442,8462463.1411,27042,49905.491,4206782.3406,1.8868,6.0976,0.9866,49.66,8.46,83.557143,95.156667,83.752222,116.96,6.147,5.536,11643616.67,17107417.51,1.021e-05
AAVEUSDT,2022-09-02,86.5,92.1,84.8,88.4,148802.317,13132619.5527,41490,73982.436,6517472.4876,2.3148,8.6085,0.9888,49.72,13.13,84.357143,94.94,83.546667,116.597,4.2071,5.5462,10690436.42,16838797.67,6.73e-06
AAVEUSDT,2022-09-03,88.3,88.7,85.7,87.1,58850.791,5120374.3578,16045,30085.001,2617405.9701,-1.4706,3.5006,1.0459,51.12,5.12,85.085714,94.63,83.362222,116.1715,4.2507,5.5425,9911042.64,16421767.47,1.701e-05
AAVEUSDT,2022-09-04,87.2,89.0,85.8,88.8,53304.276,4681064.9092,14337,26590.516,2335018.2255,1.9518,3.7296,0.9954,49.88,4.68,86.542857,94.163333,83.171111,115.763,3.6112,5.4079,9379275.44,15719262.73,1.897e-05
AAVEUSDT,2022-09-05,88.9,91.8,86.7,91.1,72817.196,6480055.5011,21366,34540.824,3075382.0189,2.5901,5.8824,0.9024,47.43,6.48,87.3,93.896667,83.08,115.4535,1.7646,5.3975,8987134.6,15556491.97,1.406e-05
AAVEUSDT,2022-09-06,91.2,93.8,83.0,83.6,176542.931,15839433.2837,47350,88694.305,7946153.3502,-8.2327,13.012,1.0096,50.24,15.84,87.171429,93.306667,82.936667,115.144,3.8611,5.5745,9357707.91,15665333.91,5.28e-06
AAVEUSDT,2022-09-07,83.6,89.3,82.0,87.5,121689.189,10304849.5374,29400,64147.196,5428505.9174,4.6651,8.9024,1.1148,52.71,10.3,87.557143,92.81,82.843333,114.8505,4.2657,5.6471,9145837.18,15419070.94,8.49e-06
AAVEUSDT,2022-09-08,87.5,90.0,85.5,88.2,91022.421,7983694.4466,28587,43846.742,3851650.2667,0.8,5.2632,0.9294,48.17,7.98,87.814286,92.486667,82.843333,114.6035,4.2277,5.5988,9077441.66,15201227.85,1.105e-05
AAVEUSDT,2022-09-09,88.3,94.1,88.2,91.2,116375.442,10610747.9941,35718,62963.46,5740393.5572,3.4014,6.6893,1.1788,54.1,10.61,88.214286,91.823333,82.998889,114.4165,4.3295,5.0224,8717174.29,14282740.26,8.6e-06
AAVEUSDT,2022-09-10,91.2,94.0,89.7,92.7,115100.573,10535083.6117,32357,56968.184,5220283.7938,1.6447,4.7938,0.98,49.49,10.54,89.014286,91.33,83.247778,114.2065,4.2491,5.0107,9490704.18,13715035.45,8.8e-06
AAVEUSDT,2022-09-11,92.7,94.5,89.2,91.6,148221.062,13640419.8109,34683,71559.596,6587475.0935,-1.1866,5.9417,0.9334,48.28,13.64,89.414286,90.56,83.6,114.0115,4.2941,4.8309,10770612.03,13534546.86,6.72e-06
AAVEUSDT,2022-09-12,91.5,97.0,89.3,90.9,213336.765,19708784.931,60830,108951.48,10069607.3913,-0.7642,8.6226,1.0437,51.07,19.71,89.385714,89.906667,83.92,113.839,4.2117,4.7971,12660430.52,13583817.07,4.61e-06
AAVEUSDT,2022-09-13,91.0,93.8,82.3,83.0,422344.918,37469478.5401,87011,205696.729,18273234.3167,-8.6909,13.9733,0.9495,48.7,37.47,89.3,89.09,84.102222,113.5565,4.3627,5.0101,15750436.98,14411910.02,2.22e-06
AAVEUSDT,2022-09-14,82.9,86.0,81.1,83.7,192224.332,16049458.9774,40727,108418.87,9050483.2398,0.8434,6.0419,1.2937,56.4,16.05,88.757143,88.31,84.403333,113.292,3.8927,5.018,16571095.47,14275278.98,5.22e-06
AAVEUSDT,2022-09-15,83.7,84.2,77.7,78.5,214634.37,17292306.3279,49392,105657.431,8523707.0534,-6.2127,8.3655,0.9695,49.23,17.29,87.371429,87.266667,84.637778,113.0265,4.3576,5.0782,17900897.17,14072554.46,4.54e-06
AAVEUSDT,2022-09-16,78.6,80.5,77.2,79.3,129579.455,10194950.5978,33053,67562.758,5317787.3141,1.0191,4.2746,1.0894,52.14,10.19,85.671429,86.57,84.967778,112.694,3.9818,4.8724,17841497.54,13567516.11,7.78e-06
AAVEUSDT,2022-09-17,79.4,81.7,79.1,81.4,54439.15,4369319.3412,13895,27242.768,2186921.4361,2.6482,3.287,1.0017,50.04,4.37,84.057143,86.12,85.271111,112.3845,4.1456,4.8275,16960674.08,13249867.79,1.863e-05
AAVEUSDT,2022-09-18,81.4,82.0,70.7,73.0,133739.125,10311444.5466,34393,58777.835,4514344.9411,-10.3194,15.983,0.7841,43.95,10.31,81.4,85.773333,85.397778,112.061,5.2293,4.686,16485106.18,12512512.56,7.08e-06
AAVEUSDT,2022-09-19,73.1,77.0,70.7,76.4,159042.066,11704424.1202,39375,78547.191,5783395.4508,4.6575,8.9109,0.9758,49.39,11.7,79.328571,85.56,85.508889,111.793,5.9757,4.7728,15341626.06,12477042.46,6.53e-06
AAVEUSDT,2022-09-20,76.3,77.2,73.7,74.0,95897.764,7222714.2247,25404,42418.363,3196925.5861,-3.1414,4.749,0.7932,44.23,7.22,78.042857,85.16,85.643333,111.542,5.3174,4.7406,11020659.73,12395955.89,1.025e-05
AAVEUSDT,2022-09-21,74.1,79.6,70.4,71.6,171833.493,12965610.977,50509,87078.275,6571815.8788,-3.2432,13.0682,1.0274,50.68,12.97,76.314286,84.6,85.683333,111.277,5.2409,4.7291,10580110.02,12287084.59,5.52e-06
AAVEUSDT,2022-09-22,71.6,77.7,71.5,76.7,96991.203,7281859.2081,28389,51483.267,3866413.3045,7.1229,8.6713,1.1313,53.08,7.28,76.057143,84.176667,85.746667,111.077,5.8755,4.9267,9150046.15,12036443.71,1.053e-05
AAVEUSDT,2022-09-23,76.7,78.8,72.8,77.1,89220.265,6746734.1561,28062,44177.321,3341633.0587,0.5215,8.2418,0.9808,49.51,6.75,75.742857,83.796667,85.825556,110.8785,5.8616,4.928,8657443.8,11921899.03,1.143e-05
AAVEUSDT,2022-09-24,77.0,77.4,74.6,75.0,48703.744,3723028.6199,15413,22118.043,1691544.554,-2.7237,3.7534,0.832,45.41,3.72,74.828571,83.19,85.931111,110.6455,5.7698,4.8277,8565116.55,11495792.48,2.014e-05
AAVEUSDT,2022-09-25,74.9,77.6,72.7,73.6,46457.151,3498191.6836,16825,22825.57,1718731.2353,-1.8667,6.74,0.9659,49.13,3.5,74.914286,82.883333,86.021111,110.3755,4.1581,4.407,7591794.71,10952236.16,2.104e-05
AAVEUSDT,2022-09-26,73.6,76.6,72.6,76.2,92569.996,6916875.5889,26859,47765.894,3572164.5764,3.5326,5.5096,1.0661,51.6,6.92,74.885714,82.69,86.2,110.1605,3.9743,4.4597,6907859.21,10830260.98,1.102e-05
AAVEUSDT,2022-09-27,76.2,80.9,74.6,76.6,112577.46,8800668.9091,37238,54889.821,4291130.3896,0.5249,8.445,0.9515,48.76,8.8,75.257143,82.623333,86.385556,109.9605,3.7204,4.3963,7133281.31,10843502.1,8.7e-06
AAVEUSDT,2022-09-28,76.7,78.1,73.0,76.8,126074.5,9531435.5887,34016,62177.598,4706589.9899,0.2611,6.9863,0.9731,49.32,9.53,76.0,82.323333,86.605556,109.7425,3.3409,4.0437,6642684.82,10853715.24,8.06e-06
AAVEUSDT,2022-09-29,76.9,77.6,74.3,76.9,62809.833,4784467.9721,22280,29586.27,2253618.8541,0.1302,4.4415,0.8905,47.1,4.78,76.028571,82.07,86.833333,109.5485,1.9998,4.0376,6285914.65,10571683.5,1.607e-05
AAVEUSDT,2022-09-30,77.0,78.0,73.7,74.6,87081.019,6618040.3448,26694,43817.179,3330108.4383,-2.9909,5.8345,1.0128,50.32,6.62,75.671429,81.73,87.018889,109.3295,2.2835,4.0669,6267529.82,10399353.36,1.127e-05
AAVEUSDT,2022-10-01,74.6,76.1,73.9,74.5,60557.732,4545283.1371,12500,36189.032,2716032.4974,-0.134,2.977,1.4851,59.76,4.55,75.6,81.333333,87.205556,109.0915,2.0513,4.0453,6384994.75,10268780.69,1.639e-05
AAVEUSDT,2022-10-02,74.5,75.9,72.1,72.6,90772.121,6735861.2353,19156,42171.993,3133039.8269,-2.5503,5.2705,0.8677,46.46,6.74,75.457143,80.806667,87.311111,108.746,2.1638,4.0298,6847518.97,10055555.42,1.078e-05
AAVEUSDT,2022-10-03,72.6,76.2,71.8,75.5,69920.296,5220559.9296,21104,35198.669,2629251.8847,3.9945,6.1281,1.0137,50.34,5.22,75.357143,80.42,87.475556,108.3455,2.2986,4.1105,6605188.16,10058894.94,1.446e-05
AAVEUSDT,2022-10-04,75.6,79.8,75.5,78.9,67929.104,5285874.3045,22487,34281.737,2668281.9244,4.5033,5.6954,1.0189,50.47,5.29,75.685714,80.09,87.652222,107.9395,2.8958,4.1864,6103074.64,10079055.25,1.493e-05
AAVEUSDT,2022-10-05,78.9,79.2,75.8,78.8,58332.845,4537772.5539,17050,28063.107,2183948.8597,-0.1267,4.4855,0.9271,48.11,4.54,75.971429,79.68,87.736667,107.5475,2.9039,4.1508,5389694.21,10014312.48,1.737e-05
AAVEUSDT,2022-10-06,78.8,80.4,77.2,77.5,77223.946,6099357.2752,22942,36287.28,2865999.2997,-1.6497,4.1451,0.8864,46.99,6.1,76.057143,79.476667,87.802222,107.172,3.0079,3.888,5577535.54,9689643.28,1.271e-05
AAVEUSDT,2022-10-07,77.4,78.3,75.0,75.8,53599.961,4102229.6676,14925,25879.498,1983485.5149,-2.1935,4.4,0.9336,48.28,4.1,76.228571,79.086667,87.734444,106.7815,2.8816,3.7939,5218134.01,9482889.29,1.848e-05
AAVEUSDT,2022-10-08,75.7,76.2,73.9,74.6,22752.315,1711492.071,8027,11010.007,829193.1193,-1.5831,3.1123,0.9376,48.39,1.71,76.242857,78.633333,87.698889,106.39,2.9657,3.7927,4813306.72,9273815.87,4.359e-05
AAVEUSDT,2022-10-09,74.6,76.1,74.2,75.5,23731.376,1785560.5947,7249,10367.246,780467.0061,1.2064,2.5606,0.7758,43.69,1.79,76.657143,78.11,87.761111,105.9875,2.7473,3.7359,4106120.91,8979642.96,4.228e-05
AAVEUSDT,2022-10-10,75.5,76.5,73.3,73.6,31014.762,2312995.8256,12589,14487.061,1080531.7117,-2.5166,4.3656,0.8765,46.71,2.31,76.385714,77.473333,87.818889,105.515,2.4943,3.7285,3690754.61,8705573.37,3.182e-05
AAVEUSDT,2022-10-11,73.5,73.6,71.2,71.4,50595.162,3656052.0826,16160,21862.307,1581033.2107,-2.9891,3.3708,0.7609,43.21,3.66,75.314286,76.8,87.726667,105.06,1.467,3.7511,3457922.87,8372761.11,1.953e-05
AAVEUSDT,2022-10-12,71.4,72.8,71.1,71.6,32958.909,2369629.3355,10803,14167.524,1018874.9712,0.2801,2.391,0.7539,42.99,2.37,74.285714,76.156667,87.507778,104.601,1.5327,3.7559,3148188.12,7794789.26,3.022e-05
AAVEUSDT,2022-10-13,71.5,72.0,64.7,71.0,168837.39,11536436.4529,39876,83788.57,5721055.27,-0.838,11.2828,0.9852,49.63,11.54,73.357143,75.756667,87.292222,104.11,1.5369,3.442,3924913.72,6930354.52,6.15e-06
AAVEUSDT,2022-10-14,71.0,74.7,70.8,72.9,90460.559,6607982.7527,24134,40925.038,2989709.9371,2.6761,5.5085,0.8262,45.24,6.61,72.942857,75.396667,87.07,103.636,2.0473,3.4819,4282878.44,6615638.65,1.103e-05
AAVEUSDT,2022-10-15,72.9,73.4,71.4,71.9,26605.732,1923602.5143,9729,13158.065,951810.5451,-1.3717,2.8011,0.9785,49.46,1.92,72.557143,75.176667,86.888889,102.882,2.0308,3.3113,4313179.94,6103348.52,3.738e-05
AAVEUSDT,2022-10-16,71.8,76.3,71.8,75.8,45262.259,3371414.8022,15700,22956.326,1712065.0661,5.4242,6.2674,1.0292,50.72,3.37,72.6,75.06,86.662222,102.145,3.0125,3.4631,4539730.54,5875897.33,2.248e-05
AAVEUSDT,2022-10-17,75.9,79.7,74.7,78.9,84774.672,6584804.161,24993,43663.916,3395360.5525,4.0897,6.6934,1.0621,51.51,6.58,73.357143,74.976667,86.475556,101.504,3.0917,3.5121,5149988.87,5949746.82,1.198e-05
AAVEUSDT,2022-10-18,78.9,83.7,77.9,82.5,138966.218,11172249.9963,41906,74067.808,5962761.2935,4.5627,7.4454,1.1413,53.3,11.17,74.942857,75.293333,86.383333,100.6935,2.7508,3.0284,6223731.43,5978440.34,7.38e-06
AAVEUSDT,2022-10-19,82.4,85.8,81.2,82.8,158135.677,13179349.7627,42362,81437.227,6795619.8704,0.3636,5.665,1.0618,51.5,13.18,76.542857,75.506667,86.243333,99.917,2.7416,2.9224,7767977.21,6027604.52,6.28e-06
AAVEUSDT,2022-10-20,82.8,83.9,80.0,80.7,97828.067,8005505.0386,28403,41312.528,3384918.8778,-2.5362,4.875,0.731,42.23,8.01,77.928571,75.73,86.144444,99.1055,3.0997,2.8998,7263558.43,6053697.55,1.008e-05
AAVEUSDT,2022-10-21,80.8,83.3,78.3,82.1,118974.477,9643207.5394,32111,54641.324,4429782.8143,1.7348,6.3857,0.8493,45.93,9.64,79.242857,76.08,86.063333,98.3265,3.0802,2.8299,7697161.97,5942950.77,8.51e-06
AAVEUSDT,2022-10-22,82.1,84.4,81.3,82.2,47539.088,3935842.5861,16455,24093.399,1996154.7238,0.1218,3.813,1.0276,50.68,3.94,80.714286,76.263333,85.97,97.6325,2.8724,2.5381,7984624.84,5831416.88,2.088e-05
AAVEUSDT,2022-10-23,82.1,90.1,81.5,88.8,95579.844,8168541.697,33583,52804.92,4515342.072,8.0292,10.5521,1.2345,55.25,8.17,82.571429,76.653333,86.053333,97.12,3.4962,2.9078,8669928.68,5878810.47,1.087e-05
AAVEUSDT,2022-10-24,88.9,90.0,84.6,85.1,137506.905,12032239.2424,37177,68198.901,5974816.0144,-4.1667,6.383,0.984,49.6,12.03,83.457143,76.99,86.097778,96.5345,4.1401,2.9743,9448133.69,6155784.15,7.07e-06
AAVEUSDT,2022-10-25,85.1,86.4,81.5,81.9,233080.245,19569062.3084,52752,125330.226,10535005.484,-3.7603,6.0123,1.1632,53.77,19.57,83.371429,77.266667,85.955556,96.027,4.1943,3.0448,10647678.31,6691479.84,4.19e-06
AAVEUSDT,2022-10-26,81.9,85.3,80.8,83.5,191678.394,15976211.4398,45864,95104.864,7930747.6532,1.9536,5.5693,0.9848,49.62,15.98,83.471429,77.51,85.766667,95.5205,4.2617,3.0021,11047229.98,6993457.7,5.23e-06
AAVEUSDT,2022-10-27,83.5,87.1,80.5,81.4,195605.982,16512409.6424,49153,96958.184,8193074.3585,-2.515,8.1988,0.9829,49.57,16.51,83.571429,77.67,85.61,95.046,4.2594,3.0469,12262502.07,7250515.73,4.93e-06
AAVEUSDT,2022-10-28,81.4,85.0,80.5,84.1,94671.477,7824308.0399,28271,46529.631,3848205.5728,3.317,5.5901,0.9665,49.15,7.82,83.857143,77.913333,85.486667,94.6775,4.3943,3.0981,12002659.28,7193611.48,1.075e-05
AAVEUSDT,2022-10-29,84.1,87.4,83.8,85.4,111401.65,9503203.4393,36714,54291.337,4636690.6272,1.5458,4.2959,0.9506,48.73,9.5,84.314286,78.196667,85.351111,94.2815,4.4108,3.1054,12797996.54,7350902.66,8.99e-06
AAVEUSDT,2022-10-30,85.4,86.9,82.8,83.9,64194.968,5445108.1115,22319,30477.098,2587016.5241,-1.7564,4.9517,0.9039,47.48,5.45,83.614286,78.506667,85.21,93.81,2.9995,3.0669,12408934.6,7311804.92,1.541e-05
AAVEUSDT,2022-10-31,83.9,87.2,82.4,83.9,108644.041,9174183.7851,31924,55937.299,4729363.2052,0.0,5.8252,1.0613,51.49,9.17,83.442857,78.82,85.103333,93.37,2.5996,3.0661,12000640.97,7466101.61,9.15e-06
AAVEUSDT,2022-11-01,83.9,86.3,83.5,84.2,92036.054,7833381.7018,25248,50736.119,4320134.3065,0.3576,3.3533,1.2285,55.13,7.83,83.771429,79.206667,84.984444,92.9115,2.0633,3.0138,10324115.17,7502685.62,1.075e-05
AAVEUSDT,2022-11-02,84.2,85.7,79.1,80.5,137280.902,11366993.0111,44875,62619.238,5190660.9265,-4.3943,8.3439,0.8387,45.61,11.37,83.342857,79.373333,84.807778,92.452,2.5995,3.0707,9665655.39,7707566.72,7.08e-06
AAVEUSDT,2022-11-03,80.4,86.6,79.8,83.7,133482.774,11211136.1436,39833,76977.384,6462931.1075,3.9752,8.5213,1.3623,57.67,11.21,83.671429,79.533333,84.595556,92.037,2.8981,3.047,8908330.6,7905075.45,7.47e-06
AAVEUSDT,2022-11-04,83.7,97.7,83.3,94.6,335363.331,31016395.1533,107932,171551.266,15830556.7276,13.0227,17.2869,1.0472,51.15,31.02,85.171429,80.06,84.545556,91.665,5.5839,3.8359,12221485.91,8787696.21,3.05e-06
AAVEUSDT,2022-11-05,94.7,98.4,93.5,96.3,184998.275,17748637.1175,61592,93900.093,9014309.2886,1.797,5.2406,1.0308,50.76,17.75,86.728571,80.686667,84.49,91.2315,5.5826,3.8153,13399405.0,9176005.53,5.43e-06
AAVEUSDT,2022-11-06,96.3,96.4,86.3,86.4,201022.883,18365669.6337,50278,96712.943,8843015.7322,-10.2804,11.7034,0.9272,48.11,18.37,87.085714,81.04,84.312222,90.7325,7.1982,4.2898,15245199.51,9651453.53,4.7e-06
AAVEUSDT,2022-11-07,86.3,90.5,83.8,87.3,193318.74,16900123.7185,56660,95410.48,8347893.0428,1.0417,7.9952,0.9745,49.35,16.9,87.571429,81.463333,84.194444,90.3005,7.1935,4.2721,16348905.21,10157741.25,5.17e-06
AAVEUSDT,2022-11-08,87.2,88.4,65.6,72.2,602566.691,47067427.6095,158111,307531.288,24059520.2553,-17.2967,34.7561,1.0424,51.04,47.07,85.857143,81.353333,83.762222,89.777,9.9402,5.3763,21953768.91,11667136.82,1.53e-06
AAVEUSDT,2022-11-09,72.2,73.1,56.9,58.1,457924.579,30284205.8042,124463,224148.474,14874012.8674,-19.5291,28.471,0.9588,48.95,30.28,82.657143,80.836667,83.213333,89.2005,12.0397,6.4421,24656227.88,12599510.49,1.92e-06
AAVEUSDT,2022-11-10,58.2,70.9,57.0,68.0,474350.321,30825328.787,113308,235623.901,15327746.4216,17.0396,24.386,0.987,49.67,30.83,80.414286,80.723333,82.694444,88.7085,14.2693,7.1786,27458255.4,13505153.04,2.21e-06
AAVEUSDT,2022-11-11,68.0,68.9,60.5,64.0,281627.934,18179080.7112,64302,137436.486,8890335.4451,-5.8824,13.8843,0.9532,48.8,18.18,76.042857,80.47,82.177778,88.184,12.6419,7.2608,25624353.34,14032134.76,3.52e-06
AAVEUSDT,2022-11-12,64.1,64.1,56.8,58.1,499358.201,29409401.2189,77983,257951.592,15161026.5672,-9.2187,12.8521,1.0685,51.66,29.41,70.585714,80.04,81.628889,87.6845,12.3768,7.4486,27290176.78,14627900.25,1.98e-06
AAVEUSDT,2022-11-13,58.0,61.0,55.7,56.6,307122.874,17920916.8172,58591,158067.879,9234514.8339,-2.5818,9.5153,1.0605,51.47,17.92,66.328571,79.496667,81.067778,87.1255,12.3064,7.4359,27226640.67,15004998.05,3.16e-06
AAVEUSDT,2022-11-14,56.7,59.8,53.4,59.2,285264.128,16249718.1621,67317,147064.388,8393065.3723,4.5936,11.985,1.0641,51.55,16.25,62.314286,79.073333,80.505556,86.591,12.6745,7.4931,27133725.59,15482535.24,3.64e-06
AAVEUSDT,2022-11-15,59.2,63.0,58.4,61.0,215254.241,13053791.5802,52419,108126.368,6559298.7792,3.0405,7.8767,1.0093,50.23,13.05,60.714286,78.58,80.07,86.1095,11.5893,7.442,22274634.73,15805281.13,4.67e-06
AAVEUSDT,2022-11-16,61.0,62.2,57.0,58.4,158757.769,9392725.1287,33521,77922.604,4611229.1134,-4.2623,9.1228,0.964,49.08,9.39,60.757143,77.896667,79.664444,85.69,8.7944,7.4228,19290137.49,15898878.5,6.22e-06
AAVEUSDT,2022-11-17,58.3,59.6,56.8,58.5,111201.692,6496669.4037,23489,57417.454,3354102.7718,0.1712,4.9296,1.0676,51.63,6.5,59.4,77.096667,79.387778,85.25,4.9368,7.358,15814614.72,15743025.81,9e-06
AAVEUSDT,2022-11-18,58.6,61.4,57.4,58.4,125846.513,7461979.467,24342,64337.604,3817589.5333,-0.1709,6.9686,1.046,51.12,7.46,58.6,76.283333,79.116667,84.821,4.6561,7.3555,14283600.25,15552446.8,7.83e-06
AAVEUSDT,2022-11-19,58.4,59.2,56.9,58.7,70747.163,4100077.857,13622,33761.653,1958453.519,0.5137,4.0422,0.9128,47.72,4.1,58.685714,75.55,78.813333,84.409,3.0347,7.353,10667982.63,15422265.9,1.432e-05
AAVEUSDT,2022-11-20,58.8,62.1,55.5,56.1,213779.705,12658377.894,37308,112048.987,6651928.2759,-4.4293,11.8919,1.1014,52.41,12.66,58.614286,74.683333,78.454444,83.892,3.3767,7.3663,9916191.36,15522771.57,4.43e-06
AAVEUSDT,2022-11-21,56.0,57.9,53.9,55.9,185280.612,10394238.9198,37789,88685.25,4978562.4895,-0.3565,7.4212,0.9181,47.87,10.39,58.142857,73.806667,78.082222,83.4645,2.6823,7.3643,9079694.32,15738051.45,5.38e-06
AAVEUSDT,2022-11-22,55.9,57.9,50.2,57.5,725741.201,39239233.2225,115414,369210.034,19952646.3167,2.8623,15.3386,1.0356,50.87,39.24,57.642857,72.763333,77.737778,83.06,2.6405,7.2044,12820471.7,16773741.17,1.47e-06
AAVEUSDT,2022-11-23,57.4,59.4,56.5,58.5,235567.726,13619143.9959,37857,117523.556,6799170.4068,1.7391,5.1327,0.9956,49.89,13.62,57.657143,71.876667,77.352222,82.692,2.2829,7.2006,13424245.82,16826637.99,4.3e-06
