DATE,SYMBOL,RETURN
2015-08-18,FARMAXIND,-0.2500000000000001
2015-08-20,FARMAXIND,-0.2500000000000001
2015-09-02,FARMAXIND,-0.33333333333333326
2015-11-10,FARMAXIND,-0.4
2015-11-18,FARMAXIND,-0.2500000000000001
2015-11-20,FARMAXIND,-0.2500000000000001
2015-12-07,FARMAXIND,-0.2500000000000001
2015-12-09,FARMAXIND,-0.2500000000000001
2015-12-22,FARMAXIND,-0.2500000000000001
2016-03-29,FARMAXIND,-0.2500000000000001
2016-04-04,FARMAXIND,-0.2500000000000001
2016-04-08,FARMAXIND,-0.2500000000000001
2016-04-13,FARMAXIND,-0.2500000000000001
2016-04-25,FARMAXIND,-0.2500000000000001
2016-04-29,FARMAXIND,-0.2500000000000001
2016-05-03,FARMAXIND,-0.33333333333333326
2016-05-09,FARMAXIND,-0.33333333333333326
2016-05-12,FARMAXIND,-0.33333333333333326
2016-05-17,FARMAXIND,-0.33333333333333326
2016-06-06,FARMAXIND,-0.33333333333333326
2016-06-08,FARMAXIND,-0.33333333333333326
2016-06-17,FARMAXIND,-0.33333333333333326
2016-06-21,FARMAXIND,-0.33333333333333326
2016-06-27,FARMAXIND,-0.33333333333333326
2016-06-29,FARMAXIND,-0.33333333333333326
2016-07-01,FARMAXIND,-0.33333333333333326
2016-07-12,FARMAXIND,-0.33333333333333326
2016-07-19,FARMAXIND,-0.33333333333333326
2016-07-25,FARMAXIND,-0.33333333333333326
2016-07-28,FARMAXIND,-0.33333333333333326
2016-08-09,FARMAXIND,-0.33333333333333326
2016-08-11,FARMAXIND,-0.33333333333333326
2016-08-23,FARMAXIND,-0.33333333333333326
2016-08-31,FARMAXIND,-0.33333333333333326
2016-09-06,FARMAXIND,-0.33333333333333326
2016-09-19,FARMAXIND,-0.33333333333333326
2016-09-26,FARMAXIND,-0.33333333333333326
2016-10-03,FARMAXIND,-0.5
2016-11-03,FARMAXIND,-0.33333333333333326
2016-12-08,FARMAXIND,-0.33333333333333326
2016-12-21,FARMAXIND,-0.33333333333333326
2016-12-26,FARMAXIND,-0.33333333333333326
2016-12-28,FARMAXIND,-0.33333333333333326
2017-01-13,FARMAXIND,-0.33333333333333326
2017-01-27,FARMAXIND,-0.33333333333333326
2017-02-10,FARMAXIND,-0.33333333333333326
2017-02-22,FARMAXIND,-0.33333333333333326
2017-02-27,FARMAXIND,-0.33333333333333326
2010-12-03,FCH,-0.2122328666175386
2015-02-12,FCL,-0.536653091447612
2015-06-11,FCL,-0.8083663086489542
2025-10-31,FCL,-0.8800080450522928
2009-10-15,FCSSOFT,-0.8941900731050404
2010-02-26,FCSSOFT,-0.3950617283950618
2013-03-01,FCSSOFT,-0.2857142857142857
2014-08-25,FCSSOFT,-0.36363636363636376
2015-11-10,FCSSOFT,-0.2727272727272727
2017-05-30,FCSSOFT,-0.2857142857142857
2018-02-01,FCSSOFT,-0.6
2018-07-24,FCSSOFT,-0.6363636363636364
2019-06-03,FCSSOFT,-0.2500000000000001
2019-06-24,FCSSOFT,-0.2500000000000001
2019-09-17,FCSSOFT,-0.2857142857142857
2020-02-11,FCSSOFT,-0.2500000000000001
2020-02-17,FCSSOFT,-0.2500000000000001
2020-03-02,FCSSOFT,-0.2500000000000001
2020-03-04,FCSSOFT,-0.2500000000000001
2020-03-11,FCSSOFT,-0.2500000000000001
2020-03-16,FCSSOFT,-0.2500000000000001
2020-03-19,FCSSOFT,-0.2500000000000001
2020-03-31,FCSSOFT,-0.2500000000000001
2020-04-03,FCSSOFT,-0.2500000000000001
2007-11-19,FEDERALBNK,-0.22083817164572994
2013-10-17,FEDERALBNK,-0.7945921720944129
2015-07-08,FEDERALBNK,-0.5097529258777633
2020-03-23,FEDERALBNK,-0.24196597353497162
2022-06-21,FELDVR,-0.6731898238747553
2024-11-01,FIBERWEB,-0.2491169049621531
2024-02-28,FIEMIND,-0.5169771966065663
2018-06-27,FILATEX,-0.7971687166395915
2022-12-27,FILATEX,-0.4529577464788733
2024-08-09,FILATFASH,-0.7615606936416185
2025-06-30,FILATFASH,-0.47413793103448276
2013-08-01,FINANTECH,-0.6449939798092063
2013-08-02,FINANTECH,-0.23036785807461524
2007-01-08,FINCABLES,-0.7963592718543708
2021-04-15,FINPIPE,-0.7943450250536864
2025-09-12,FISCHER,-0.8999646830301959
2006-06-12,FLEXCHEM,-0.4335347432024169
2006-06-12,FLEXENGG,-0.2781456953642384
2018-02-07,FLEXITUFF,-0.2695876288659794
2020-03-04,FLEXITUFF,-0.379746835443038
2020-05-27,FLEXITUFF,-0.3652173913043478
2020-11-10,FLEXITUFF,-0.34732824427480913
2022-03-29,FLEXITUFF,-0.38471673254281946
2022-06-21,FLEXITUFF,-0.34090909090909094
2025-08-11,FLEXITUFF,-0.6016963822052969
2022-11-22,FLFL,-0.6906976744186046
2023-02-28,FLFL,-0.3932584269662921
2024-05-10,FMCGIETF,-0.8985619488497351
2013-08-30,FMNL,-0.2592592592592592
2014-03-03,FMNL,-0.34931506849315064
2019-06-25,FMNL,-0.30178069353327086
2024-05-27,FMNL,-0.35609756097560974
2023-10-06,FOCUS,-0.7900212816268621
2025-09-15,FOCUS,-0.22134161287686904
2025-09-29,FOODSIN,-0.23346371142981315
2006-06-12,FOURSOFT,-0.40622568093385214
2008-02-29,FOURSOFT,-0.2998137802607076
2008-06-13,FOURSOFT,-0.24310118265440206
2011-12-02,FOURSOFT,-0.23584905660377364
2013-06-21,FRL,-0.3292517006802721
2020-03-13,FSC,-0.20000000000000007
2022-09-13,FSC,-0.20657894736842108
2024-08-07,FUSION,-0.20000000000000007
2005-12-30,GABRIEL,-0.8977007664111962
2012-07-12,GABRIEL,-0.49703640982218456
2006-01-06,GAEL,-0.7965
2020-10-01,GAEL,-0.4424534803583736
2024-03-15,GAEL,-0.5096088319476626
2008-10-06,GAIL,-0.3604621635347892
2017-03-09,GAIL,-0.2689156626506024
2018-03-27,GAIL,-0.2450899682465012
2019-07-09,GAIL,-0.5130751406818934
2022-09-06,GAIL,-0.31956124314442413
2016-10-13,GAL,-0.8899383983572895
2021-07-20,GAL,-0.3030303030303031
2022-03-29,GAL,-0.4
2023-02-28,GAL,-0.21739130434782605
2008-02-29,GALLANTT,-0.26954492415402564
2018-08-07,GALLISPAT,-0.9001183782184078
2009-08-21,GAMMNINFRA,-0.2003976143141153
2009-10-26,GAMMNINFRA,-0.7926310817194142
2020-03-04,GAMMNINFRA,-0.5
2020-08-18,GAMMNINFRA,-0.2272727272727274
2005-03-15,GAMMONIND,-0.7900525677315002
2008-03-17,GANDHITUBE,-0.5457570715474209
2016-07-14,GANESHHOUC,-0.31097324544397054
2020-03-04,GANESHHOUC,-0.3675115207373272
2021-09-13,GANGAFORGE,-0.8974446337308347
2009-08-21,GANGOTRI,-0.29885057471264365
2013-03-01,GANGOTRI,-0.2272727272727273
2014-03-05,GANGOTRI,-0.5142857142857142
2020-04-21,GARDENSILK,-0.4304347826086957
2025-01-03,GARFIBRES,-0.8040400348315935
2025-09-15,GATECH,-0.35922330097087374
2025-03-17,GATECHDVR,-0.8392156862745098
2020-03-04,GAYAHWS,-0.4
2021-04-27,GAYAHWS,-0.20000000000000007
2021-10-11,GAYAHWS,-0.36363636363636376
2022-08-08,GAYAHWS,-0.36363636363636376
2022-12-06,GAYAHWS,-0.21739130434782605
2023-06-12,GAYAHWS,-0.33333333333333337
2025-03-12,GAYAHWS,-0.4512195121951219
2017-02-10,GAYAPROJ,-0.7939263973436635
2020-08-18,GBGLOBAL,-0.22360248447204978
2020-11-10,GBGLOBAL,-0.2674418604651163
2008-02-21,GBN,-0.7961265390491598
2024-02-12,GEEKAYWIRE,-0.5384147577539024
2025-10-30,GEEKAYWIRE,-0.5085656213704994
2013-03-01,GEINDSYS,-0.43226600985221675
2014-03-03,GEINDSYS,-0.3224932249322493
2007-07-17,GEMINI,-0.4736715266899626
2008-09-17,GEMINI,-0.7799418604651163
2013-02-25,GEMINI,-0.20000000000000007
2013-06-14,GEMINI,-0.5555555555555556
2018-01-15,GEMINI,-0.6666666666666667
2023-10-16,GENCON,-0.21209610604805307
2024-10-14,GENCON,-0.3575402635431917
2006-06-12,GENESYS,-0.2898230088495576
2007-10-12,GENESYS,-0.21783295711060946
2010-06-23,GENESYS,-0.5082943925233645
2020-03-24,GENESYS,-0.20000000000000007
2023-10-17,GENSOL,-0.6333257133356885
2010-10-22,GENUSPOWER,-0.9011385199240987
2005-02-18,GEOINFO,-0.8950019992003199
2007-08-17,GEOINFO,-0.3556502612042892
2006-09-26,GEOJIT,-0.9080252479711451
2005-08-02,GEOMETRIC,-0.7829555757026292
2024-10-08,GEPIL,-0.2607427571456348
2006-05-18,GESCOCORP,-0.20000000000000007
2019-08-22,GFLLIMITED,-0.9380144178918091
2021-04-13,GFLLIMITED,-0.35209967697277333
2021-09-15,GFSTEELS,-0.5256410256410255
2022-05-09,GFSTEELS,-0.36458333333333337
2022-09-14,GFSTEELS,-0.42156862745098034
2006-06-08,GHCL,-0.21325051759834368
2018-07-12,GICRE,-0.5147232037691402
2010-09-14,GILLANDERS,-0.3275911570485215
2020-05-27,GILLANDERS,-0.23847695390781565
2024-05-27,GILLANDERS,-0.47742998352553545
2025-03-17,GILLANDERS,-0.2953825260298777
2007-03-02,GINNIFILA,-0.2748267898383372
2008-08-22,GINNIFILA,-0.30084745762711873
2009-03-02,GINNIFILA,-0.23232323232323238
2009-08-21,GISOLUTION,-0.25274725274725274
2011-03-07,GISOLUTION,-0.5604395604395604
2012-06-15,GISOLUTION,-0.2615384615384615
2017-05-31,GISOLUTION,-0.22340425531914898
2021-04-27,GISOLUTION,-0.360655737704918
2018-09-11,GLAXO,-0.5129522854516587
2005-03-04,GLENMARK,-0.488858879135719
2007-09-10,GLENMARK,-0.4820219966159053
2009-01-28,GLENMARK,-0.24833820792342465
2020-03-12,GLENMARK,-0.23059096176129779
2012-08-31,GLFL,-0.21212121212121204
2020-02-10,GLFL,-0.8958333333333334
2022-03-29,GLFL,-0.34042553191489366
2022-06-21,GLFL,-0.4418604651162791
2022-12-06,GLFL,-0.3295454545454546
2025-04-15,GLFL,-0.23364485981308414
2025-06-10,GLFL,-0.3689458689458689
2026-02-09,GLFL,-0.38195302843016066
2022-10-19,GLOBAL,-0.4750055543212619
2024-08-05,GLOBAL,-0.21089494163424127
2024-12-10,GLOBAL,-0.5793076471738705
2025-08-04,GLOBALE,-0.6539845758354755
2008-12-01,GLOBALVECT,-0.6970705725699068
2015-09-08,GLOBALVECT,-0.4100633914421553
2018-10-16,GLOBALVECT,-0.27756445419637965
2019-06-25,GLOBALVECT,-0.44405897658282745
2021-05-10,GLOBALVECT,-0.22797927461139889
2022-03-29,GLOBALVECT,-0.37983425414364647
2021-10-12,GLOBE,-0.7983471074380165
2024-04-22,GLOBE,-0.34782608695652173
2018-07-24,GLOBOFFS,-0.3048016701461378
2019-12-23,GLOBOFFS,-0.32000000000000006
2008-10-24,GLODYNE,-0.20000000000000007
2009-08-20,GLODYNE,-0.4779908927832207
2011-02-10,GLODYNE,-0.3657056145675265
2013-11-29,GLODYNE,-0.3087248322147651
2014-06-30,GLODYNE,-0.23783783783783785
2008-06-13,GLORY,-0.35829662261380324
2013-02-28,GLORY,-0.20000000000000007
2013-08-30,GLORY,-0.47058823529411764
2014-03-03,GLORY,-0.5217391304347825
2007-11-08,GMDCLTD,-0.7920896171693735
2008-10-16,GMDCLTD,-0.4824016563146998
2022-07-11,GMMPFAUDLR,-0.646703131574202
2008-02-29,GMRINDS,-0.29732408325074333
2009-11-20,GMRINDS,-0.2764227642276422
2007-09-28,GMRINFRA,-0.795749427581753
2009-10-01,GMRINFRA,-0.4893086243763364
2023-09-01,GNA,-0.467885881492319
2008-02-29,GOACARBON,-0.3822314049586777
2008-12-01,GOACARBON,-0.7169143665958952
2019-12-10,GOACARBON,-0.3983823529411764
2020-03-04,GOACARBON,-0.31549845503333873
2007-06-08,GODAVRFERT,-0.2727272727272727
2014-11-28,GODFRYPHLP,-0.7981268318242104
2025-09-16,GODFRYPHLP,-0.6437579431029425
2022-01-20,GODHA,-0.4752348420153715
2022-06-21,GODHA,-0.8880697050938338
2024-05-06,GODHA,-0.5
2025-10-13,GODHA,-0.2142857142857142
2006-08-24,GODREJCP,-0.751015910186652
2017-06-22,GODREJCP,-0.5088275932654419
2018-09-12,GODREJCP,-0.30674944922892045
2006-08-25,GODREJIND,-0.824945295404814
2013-11-21,GODREJPROP,-0.5009695290858726
2012-10-25,GOENKA,-0.8974906567004806
2007-02-08,GOKEX,-0.5082532643508254
2014-03-03,GOKEX,-0.24724871606749832
2009-10-14,GOKUL,-0.8076184851616713
2015-10-05,GOKUL,-0.3164251207729468
2019-04-02,GOKUL,-0.4087591240875912
2024-07-22,GOKUL,-0.3601619433198381
2025-02-10,GOKUL,-0.20441487753250687
2025-10-14,GOKULAGRO,-0.5460075061472758
2019-12-19,GOLDBEES,-0.9900136921062032
2009-08-21,GOLDENTOBC,-0.2029136316337149
2013-08-30,GOLDENTOBC,-0.307829181494662
2014-02-24,GOLDENTOBC,-0.20396039603960392
2019-04-02,GOLDENTOBC,-0.44645006016847166
2019-12-23,GOLDENTOBC,-0.28117048346055973
2022-01-04,GOLDENTOBC,-0.21808851828094933
2007-06-08,GOLDIAM,-0.26289259402869325
2008-02-29,GOLDIAM,-0.3515048268029528
2010-12-03,GOLDIAM,-0.2594827586206896
2022-03-28,GOLDIAM,-0.7803490136570561
2008-08-22,GOLDINFRA,-0.3128249566724437
2021-03-25,GOLDSHARE,-0.989992082735415
2006-06-12,GOLDTECH,-0.4119359534206696
2014-08-06,GOLDTECH,-0.2114285714285714
2017-11-14,GOLDTECH,-0.20175438596491235
2020-11-10,GOLDTECH,-0.4482758620689655
2021-04-27,GOLDTECH,-0.439306358381503
2025-02-17,GOLDTECH,-0.43896337802681606
2006-06-12,GOLDTELE,-0.4017094017094017
2023-05-23,GOYALALUM,-0.9348606599418704
2007-03-20,GPELECT,-0.2815533980582524
2008-08-25,GPELECT,-0.22993492407809113
2008-10-24,GPELECT,-0.2053571428571429
2021-10-26,GPIL,-0.725019040365575
2024-10-04,GPIL,-0.8023694644819186
2017-07-13,GPTINFRA,-0.4837986549826778
2022-11-11,GPTINFRA,-0.4425459205467749
2024-08-05,GPTINFRA,-0.2693150684931507
2024-10-07,GPTINFRA,-0.25785248639620717
2005-04-08,GRANDFONRY,-0.20491803278688525
2015-03-23,GRANULES,-0.8963685193834656
2006-12-11,GRAPHITE,-0.8047143558683909
2010-05-26,GRASIM,-0.20707201379905138
2016-10-06,GRASIM,-0.7954414164242787
2012-05-25,GRAVITA,-0.7900583171341294
2022-06-20,GRAVITA,-0.30651340996168586
2010-11-24,GREAVESCOT,-0.7986570353036931
2013-03-01,GREENFIRE,-0.5849056603773584
2013-06-14,GREENFIRE,-0.2777777777777778
2013-09-02,GREENFIRE,-0.2941176470588235
2014-03-03,GREENFIRE,-0.2500000000000001
2014-08-06,GREENFIRE,-0.22222222222222232
2022-02-10,GREENLAM,-0.8117326432858007
2025-03-21,GREENLAM,-0.5319058181197748
2005-06-16,GREENPLY,-0.4868554095045501
2014-12-10,GREENPLY,-0.32099377761745873
2016-01-06,GREENPLY,-0.7962953565085004
2019-07-26,GREENPLY,-0.25675274562184613
2020-03-04,GREENPOWER,-0.21739130434782605
2021-04-27,GREENPOWER,-0.29999999999999993
2016-07-14,GRINDWELL,-0.516396272005523
2025-12-24,GRMOVER,-0.6723370586489961
2017-11-14,GROBTEA,-0.21892339842905528
2018-07-24,GROBTEA,-0.7529864557920417
2018-10-16,GROBTEA,-0.22853950716901483
2020-03-04,GROBTEA,-0.3606743897393463
2020-11-10,GROBTEA,-0.453615127919911
2026-02-06,GROWWGOLD,-0.9010820197702378
2026-02-02,GROWWSLVR,-0.25962402262518713
2026-02-06,GROWWSLVR,-0.9050661610124078
2024-10-07,GRPLTD,-0.7944749163879599
2012-07-24,GRUH,-0.791851606492216
2014-06-09,GRUH,-0.4901687174933401
2018-06-06,GRUH,-0.4766060428278087
2012-09-20,GSFC,-0.7934115764203787
2026-02-24,GSLSU,-0.2694049159120311
2024-09-09,GSS,-0.21955990220048904
2024-02-12,GTECJAINX,-0.3459734167318217
2024-10-08,GTECJAINX,-0.3361998837884951
2025-03-17,GTECJAINX,-0.2289623717217788
2011-06-20,GTL,-0.6217853975761158
2019-04-02,GTL,-0.37583892617449666
2021-10-12,GTL,-0.2853717026378897
2024-08-05,GTL,-0.24858757062146886
2007-07-20,GTLINFRA,-0.28990825688073385
2011-06-20,GTLINFRA,-0.4273648648648649
2012-12-14,GTLINFRA,-0.20000000000000007
2014-03-03,GTLINFRA,-0.20000000000000007
2014-08-06,GTLINFRA,-0.26388888888888895
2018-10-30,GTLINFRA,-0.40909090909090917
2020-07-14,GTLINFRA,-0.29166666666666663
2021-10-25,GTLINFRA,-0.5303030303030303
2007-03-02,GTNIND,-0.21786492374727673
2008-02-29,GTNIND,-0.32650073206442165
2009-08-21,GTNIND,-0.22857142857142865
2018-10-16,GTNIND,-0.33114754098360666
2020-03-04,GTNIND,-0.22377622377622386
2020-08-18,GTNIND,-0.22608695652173905
2008-02-29,GTNTEX,-0.258695652173913
2009-08-21,GTNTEX,-0.25
2018-02-07,GTNTEX,-0.30373001776198927
2019-06-25,GTNTEX,-0.2533333333333333
2020-05-27,GTNTEX,-0.31343283582089554
2005-12-26,GTNTEXT,-0.24767801857585137
2008-01-21,GTOFFSHORE,-0.20168236538558393
2006-06-12,GUFICBIO,-0.5442708333333333
2008-02-29,GUFICBIO,-0.45969498910675377
2009-08-21,GUFICBIO,-0.23225806451612896
2010-02-19,GUFICBIO,-0.21965317919075145
2011-09-06,GUFICBIO,-0.21656050955414008
2005-06-20,GUJAMBCEM,-0.8685638356771122
2008-12-19,GUJAPOLLO,-0.2628348214285714
2025-12-08,GUJAPOLLO,-0.20528756042221563
2005-10-10,GUJFLUORO,-0.7954869237814186
2008-02-01,GUJFLUORO,-0.4873972355226308
2019-01-15,GUJGASLTD,-0.7858797161001121
2005-02-09,GUJNRECOKE,-0.4838709677419355
2006-09-28,GUJNRECOKE,-0.4621155288822206
2008-10-17,GUJNRECOKE,-0.21393643031784837
2017-11-14,GUJNREDVR,-0.2564102564102564
2025-07-07,GUJRAFFIA,-0.4641275465013286
2026-02-24,GUJRAFFIA,-0.4787669480685598
2007-05-15,GUJRATGAS,-0.7986193360630773
2009-09-17,GUJRATGAS,-0.48489174399238644
2011-06-17,GUJSIDHCEM,-0.2055335968379446
2016-12-27,GULPOLY,-0.8004040404040405
2019-12-10,GULPOLY,-0.252
2008-02-08,GVKPIL,-0.8987134502923977
2023-09-28,HAL,-0.5077390103447377
2013-07-30,HANUNG,-0.20000000000000007
2013-11-29,HANUNG,-0.3690851735015773
2014-11-24,HANUNG,-0.48102815177478586
2022-07-25,HARDWYN,-0.3001099303774276
2023-06-05,HARDWYN,-0.9178588651342228
2024-12-27,HARDWYN,-0.3433389544688027
2010-08-31,HARRMALAYA,-0.2793674698795181
2018-02-07,HARRMALAYA,-0.20400195217179118
2015-01-06,HATHWAY,-0.8086606243705942
2020-11-09,HATHWAY,-0.47970479704797053
2016-07-13,HATSUN,-0.3113631718781934
2005-08-04,HAVELLS,-0.49690057029506574
2006-07-20,HAVELLS,-0.4950704225352113
2010-10-08,HAVELLS,-0.4987361119275763
2014-08-26,HAVELLS,-0.7810113353163438
2009-11-24,HBLPOWER,-0.9004833312678151
2018-10-16,HBSL,-0.3821839080459769
2024-11-11,HBSL,-0.2785986947420268
2026-02-24,HBSL,-0.2909930715935335
2013-09-11,HBSTOCK,-0.29130434782608694
2017-08-23,HBSTOCK,-0.21379310344827585
2010-08-10,HCC,-0.5005239259517988
2018-05-03,HCC,-0.25427350427350426
2025-12-05,HCC,-0.23284502698535092
2010-11-08,HCIL,-0.8960911412296209
2005-07-08,HCL-INSYS,-0.7883091358650859
2006-02-20,HCL-INSYS,-0.30149195892268943
2024-03-13,HCL-INSYS,-0.4274509803921569
2025-09-09,HCL-INSYS,-0.2570224719101124
2007-03-15,HCLTECH,-0.5087218522042499
2015-03-19,HCLTECH,-0.5117739403453689
2019-12-05,HCLTECH,-0.5016437139049312
2010-08-18,HDFC,-0.793549244753153
2025-11-26,HDFCAMC,-0.4979855710671789
2011-07-14,HDFCBANK,-0.799202285986427
2019-09-19,HDFCBANK,-0.496720374814307
2025-08-26,HDFCBANK,-0.5044040527468052
2023-10-20,HDFCLOWVOL,-0.9008507853403142
2021-02-17,HDFCMFGETF,-0.9901461574728901
2023-10-20,HDFCMID150,-0.9008509796160696
2023-10-20,HDFCMOMENT,-0.9018994125970072
2023-10-20,HDFCNEXT50,-0.9009277667329357
2023-10-20,HDFCNIF100,-0.9004239426668013
2024-02-02,HDFCNIFBAN,-0.9004548075075267
2021-02-17,HDFCNIFETF,-0.9002321610632731
2024-02-02,HDFCNIFIT,-0.897813547954393
2024-02-02,HDFCPVTBAN,-0.9005899705014749
2021-02-17,HDFCSENETF,-0.9006972475761417
2024-02-02,HDFCSENSEX,-0.9001278464829559
2026-02-02,HDFCSILVER,-0.2759722782936348
2008-01-21,HDIL,-0.27980749949869665
2008-08-21,HDIL,-0.24901283316880551
2009-01-07,HDIL,-0.228988603988604
2013-01-24,HDIL,-0.2264935064935064
2024-07-29,HEADSUP,-0.21604938271604934
2023-02-28,HECPROJECT,-0.29161747343565525
2025-02-17,HECPROJECT,-0.35126270908494583
2024-10-18,HEG,-0.8068977591036415
2005-10-27,HELIOSMATH,-0.5169941910765048
2008-09-17,HERCULES,-0.9107811597789326
2012-07-11,HERCULES,-0.5050390117035111
2024-10-25,HERCULES,-0.7062159375460304
2025-02-24,HERCULES,-0.3464083175803402
2007-06-08,HERITGFOOD,-0.4234458701881151
2009-03-02,HERITGFOOD,-0.3177676537585421
2011-03-07,HERITGFOOD,-0.26872822299651566
2013-07-26,HERITGFOOD,-0.5433022445423799
2017-10-10,HERITGFOOD,-0.49173620807221485
2023-01-20,HERITGFOOD,-0.46842105263157896
2021-11-22,HEXATRADEX,-0.3604048964218456
2024-11-01,HEXATRADEX,-0.24313778256189456
2005-04-28,HEXAWARE,-0.8022435445181317
2011-02-24,HEXAWARE,-0.5477282200917049
2022-02-22,HGS,-0.5207769405223499
2015-02-27,HIKAL,-0.7987094088259783
2018-06-22,HIKAL,-0.318191650443435
2018-07-24,HILTON,-0.43741403026134806
2019-06-25,HILTON,-0.45813953488372094
2020-03-04,HILTON,-0.31599999999999995
2022-06-21,HILTON,-0.3141025641025641
2025-09-09,HILTON,-0.30207919480863465
2010-06-11,HIMACHLFUT,-0.2483443708609272
2005-10-14,HIMATSEIDE,-0.7497663988039619
2011-03-07,HIMATSEIDE,-0.38515283842794756
2005-08-30,HINDALC0,-0.897671568627451
2008-06-13,HINDCOMPOS,-0.2579448298112599
2008-11-06,HINDCOMPOS,-0.4246614808412562
2017-05-25,HINDCOMPOS,-0.643927261455804
2023-11-20,HINDCON,-0.7395912187736563
2025-03-25,HINDCON,-0.36383528943704
2005-11-08,HINDCONS,-0.8994770190083475
2006-05-26,HINDDORROL,-0.7899244672241705
2010-03-15,HINDDORROL,-0.5174761688606446
2014-03-03,HINDDORROL,-0.3168724279835391
2017-10-18,HINDDORROL,-0.7307692307692308
2018-05-02,HINDDORROL,-0.5
2012-08-31,HINDMOTORS,-0.24390243902439024
2018-05-02,HINDMOTORS,-0.3545454545454546
2021-02-08,HINDMOTORS,-0.3224043715846995
2022-01-04,HINDMOTORS,-0.23003194888178913
2022-09-13,HINDMOTORS,-0.20383693045563545
2023-02-28,HINDMOTORS,-0.32843137254901955
2025-09-22,HINDMOTORS,-0.36665686562775657
2009-11-12,HINDNATGLS,-0.8066502463054187
2020-08-18,HINDNATGLS,-0.22315202231520226
2021-10-12,HINDNATGLS,-0.27125506072874495
2008-01-21,HINDOILEXP,-0.22136817832436584
2008-01-22,HINDOILEXP,-0.20533070088845018
2008-10-24,HINDOILEXP,-0.2110438729198184
2016-09-14,HINDPETRO,-0.6672640133361116
2017-07-11,HINDPETRO,-0.33593445181428017
2018-10-05,HINDPETRO,-0.2396960626295188
2024-06-21,HINDPETRO,-0.3492745322642229
2005-01-05,HINDSANIT,-0.41576964477933265
2005-12-30,HINDSANIT,-0.5984503190519599
2006-06-12,HINDSYNTEX,-0.5816831683168318
2008-12-02,HINDSYNTEX,-0.49473684210526314
2009-03-03,HINDSYNTEX,-0.3571428571428571
2009-08-21,HINDSYNTEX,-0.2058823529411764
2011-09-07,HINDSYNTEX,-0.23684210526315785
2012-03-02,HINDSYNTEX,-0.30645161290322587
2016-06-08,HINDSYNTEX,-0.26097560975609757
2018-01-15,HINDSYNTEX,-0.2597402597402597
2018-05-02,HINDSYNTEX,-0.47186147186147187
2019-05-02,HINDSYNTEX,-0.3904761904761904
2011-03-07,HINDZINC,-0.9026242322724735
2007-08-28,HIRECT,-0.7683944083299775
2008-10-06,HIRECT,-0.48715824357912185
2022-03-29,HIRECT,-0.3439115706899626
2018-02-07,HISARMETAL,-0.238572050500653
2023-03-17,HITECH,-0.8995095307100658
2020-11-10,HITECHCORP,-0.21425085407515865
2005-03-16,HITECHGEAR,-0.52490063128361
2010-12-01,HITECHGEAR,-0.4773678963110668
2022-10-18,HLEGLAS,-0.8105810997996208
2022-02-22,HLVLTD,-0.265625
2023-12-29,HMAAGRO,-0.8901098901098901
2008-12-01,HMT,-0.6619115549215406
2022-07-21,HNDFDS,-0.7600261393615219
2019-12-19,HNGSNGBEES,-0.8862659210935073
2010-06-11,HOCL,-0.2679127725856698
2011-03-07,HOCL,-0.41312384473197783
2009-11-20,HOPFL,-0.22629695885509837
2010-12-03,HOPFL,-0.2273249138920781
2010-12-03,HORIZONINF,-0.28538497003227303
2011-03-07,HORIZONINF,-0.23837652439024382
2006-09-08,HOTELEELA,-0.7624703087885986
2007-08-31,HOTELRUGBY,-0.27551020408163274
2008-02-29,HOTELRUGBY,-0.3980769230769231
2008-06-13,HOTELRUGBY,-0.25668449197860954
2019-12-26,HOTELRUGBY,-0.681159420289855
2010-06-11,HOVS,-0.20560747663551393
2018-02-07,HOVS,-0.21952224052718283
2021-04-27,HOVS,-0.20932203389830506
2021-10-12,HOVS,-0.29940119760479045
2024-03-26,HOVS,-0.2589341692789968
2024-12-09,HOVS,-0.31144067796610175
2023-11-09,HPAL,-0.8023028683047189
2019-09-03,HSIL,-0.793698105173515
2006-12-28,HTMEDIA,-0.7983951231649664
2020-05-27,HTMEDIA,-0.20363636363636373
2008-01-21,HTMTGLOBAL,-0.2504823516059471
2020-03-04,HUBTOWN,-0.3414634146341464
2021-04-27,HUBTOWN,-0.22141119221411198
2022-03-29,HUBTOWN,-0.39871152469577664
2022-12-06,HUBTOWN,-0.3004722550177096
2023-02-28,HYBRIDFIN,-0.5531453362255965
2025-02-17,HYBRIDFIN,-0.20097697138869508
2025-09-15,HYBRIDFIN,-0.2878504672897195
2026-01-27,HYBRIDFIN,-0.3460337289194254
2010-06-11,HYDROS&S,-0.34683357879234167
2013-08-30,IBIPL,-0.3030303030303031
2009-01-07,IBREALEST,-0.20816464237516863
2023-05-09,IBREALEST,-0.20000000000000007
2009-03-02,IBRETAILS,-0.2944444444444445
2012-06-15,IBSEC,-0.20499999999999996
2019-09-30,IBULHSGFIN,-0.34401435529351454
2020-03-19,IBULHSGFIN,-0.3373938722775931
2022-05-11,IBULHSGFIN,-0.20521987844118694
2013-03-01,IBWSL,-0.23972602739726023
2025-03-25,ICDSLTD,-0.3810633050150727
2025-09-15,ICDSLTD,-0.2098450008516437
2021-10-28,ICICI500,-0.9005043199499589
2014-12-04,ICICIBANK,-0.7981160470430857
2022-09-01,ICICIBANKN,-0.9005044136191677
