symbol,date,open_interest,open_interest_usd
CAKEUSDT,2026-03-03,5890090.0,7928061.14
CAKEUSDT,2026-03-04,5764913.0,7740548.6851
CAKEUSDT,2026-03-05,5884773.0,8269870.14340221
CAKEUSDT,2026-03-06,5657182.0,7855562.9252
CAKEUSDT,2026-03-07,5548863.0,7416610.2858
CAKEUSDT,2026-03-08,5293705.0,6958575.2225
CAKEUSDT,2026-03-09,5542795.0,7183573.2867559
CAKEUSDT,2026-03-10,5756588.0,7872329.41103084
CAKEUSDT,2026-03-11,5686903.0,7776271.1622
CAKEUSDT,2026-03-12,5725435.0,7907306.61428565
CAKEUSDT,2026-03-13,5527463.0,7698650.4664
CAKEUSDT,2026-03-14,5490100.0,7735724.826368
CAKEUSDT,2026-03-15,5416264.0,7641806.8776
CAKEUSDT,2026-03-16,6388485.0,9681469.3296267
CELRUSDT,2026-02-17,325556616.0,879002.8632
CELRUSDT,2026-02-18,312551138.0,841121.9950287
CELRUSDT,2026-02-19,323915049.0,853250.54377482
CELRUSDT,2026-02-20,344800628.0,905215.43270724
CELRUSDT,2026-02-21,324776450.0,863934.5868805
CELRUSDT,2026-02-22,327016384.0,860053.08992
CELRUSDT,2026-02-23,331605385.0,814147.59309045
CELRUSDT,2026-02-24,329277999.0,781462.30390674
CELRUSDT,2026-02-25,322046624.0,761798.06860576
CELRUSDT,2026-02-26,325643021.0,818640.50335232
CELRUSDT,2026-02-27,347859330.0,862691.1384
CELRUSDT,2026-02-28,349006562.0,856636.606429
CELRUSDT,2026-03-01,337081894.0,835079.94255772
CELRUSDT,2026-03-02,352254322.0,912338.69398
CELRUSDT,2026-03-03,315131182.0,803584.5141
CELRUSDT,2026-03-04,311400566.0,784729.42632
CELRUSDT,2026-03-05,294639174.0,767803.16991834
CELRUSDT,2026-03-06,283534069.0,751365.28285
CELRUSDT,2026-03-07,268050986.0,680849.50444
CELRUSDT,2026-03-08,262816179.0,645460.76665326
CELRUSDT,2026-03-09,260352811.0,640467.91506
CELRUSDT,2026-03-10,262770551.0,676615.77488643
CELRUSDT,2026-03-11,266157098.0,706482.07778924
CELRUSDT,2026-03-12,261537644.0,710095.62647152
CELRUSDT,2026-03-13,256401642.0,686197.45841892
CELRUSDT,2026-03-14,266765633.0,710919.74131968
CELRUSDT,2026-03-15,262885452.0,704533.01136
CELRUSDT,2026-03-16,273620038.0,743165.7042099
CHZUSDT,2026-02-17,448199242.0,18695645.3416976
CHZUSDT,2026-02-18,445144727.0,18086230.25801
CHZUSDT,2026-02-19,439107573.0,17339796.00007656
CHZUSDT,2026-02-20,440563680.0,16961701.68
CHZUSDT,2026-02-21,436800640.0,15509969.5411968
CHZUSDT,2026-02-22,441508016.0,15813134.98757904
CHZUSDT,2026-02-23,452414899.0,15748562.63419
CHZUSDT,2026-02-24,441557617.0,14952646.62309397
CHZUSDT,2026-02-25,449886215.0,14972213.2352
CHZUSDT,2026-02-26,458679776.0,16209743.28384
CHZUSDT,2026-02-27,437529473.0,14009693.72546
CHZUSDT,2026-02-28,449325479.0,15164734.91625
CHZUSDT,2026-03-01,450389123.0,15592471.43826
CHZUSDT,2026-03-02,444879697.0,14757736.15835674
CHZUSDT,2026-03-03,426279704.0,14698124.19392
CHZUSDT,2026-03-04,409039292.0,14954476.51552
CHZUSDT,2026-03-05,388438405.0,14551524.152748
CHZUSDT,2026-03-06,376943828.0,13974336.76061044
CHZUSDT,2026-03-07,375919959.0,13675968.10842
CHZUSDT,2026-03-08,389407020.0,13422859.9794
CHZUSDT,2026-03-09,375566009.0,13579452.8572157
CHZUSDT,2026-03-10,373216412.0,14383308.92662148
CHZUSDT,2026-03-11,363855499.0,13911727.55842079
CHZUSDT,2026-03-12,354091973.0,13611295.44212
CHZUSDT,2026-03-13,355426715.0,13239645.13375
CHZUSDT,2026-03-14,347436416.0,13196910.17132672
CHZUSDT,2026-03-15,351462903.0,13451754.07888983
CHZUSDT,2026-03-16,348225047.0,13142048.0962847
COMPUSDT,2026-02-17,386177.86,7628909.11544643
COMPUSDT,2026-02-18,348812.815,6651860.38205
COMPUSDT,2026-02-19,332614.492,5917211.81268
COMPUSDT,2026-02-20,309161.43,5580363.8115
COMPUSDT,2026-02-21,305721.214,5570240.51908
COMPUSDT,2026-02-22,296051.233,5333299.01246816
COMPUSDT,2026-02-23,282668.396,4974963.7696
COMPUSDT,2026-02-24,264454.255,4556546.81365
COMPUSDT,2026-02-25,256757.056,4560005.31456
COMPUSDT,2026-02-26,251582.829,4672336.62222513
COMPUSDT,2026-02-27,254433.674,4779551.19093758
COMPUSDT,2026-02-28,254795.787,4698434.31228
COMPUSDT,2026-03-01,248664.576,4499039.41541794
COMPUSDT,2026-03-02,257125.839,4522843.50801
COMPUSDT,2026-03-03,277027.85,4861838.7675
COMPUSDT,2026-03-04,279423.234,4808873.85714
COMPUSDT,2026-03-05,267135.492,4834720.05976297
COMPUSDT,2026-03-06,257399.301,4652925.31634727
COMPUSDT,2026-03-07,251757.032,4375537.21616
COMPUSDT,2026-03-08,252383.67,4340999.124
COMPUSDT,2026-03-09,265516.981,4426168.07327
COMPUSDT,2026-03-10,279147.966,4617107.35764
COMPUSDT,2026-03-11,280798.626,4666873.16412
COMPUSDT,2026-03-12,344079.137,6320733.74669
COMPUSDT,2026-03-13,282749.675,5047917.25796959
COMPUSDT,2026-03-14,264375.848,4890953.188
COMPUSDT,2026-03-15,256481.461,4742342.21389
COMPUSDT,2026-03-16,264534.336,5048579.15265237
COTIUSDT,2026-02-17,110412824.0,1359164.19738816
COTIUSDT,2026-02-18,109205984.0,1334522.24185632
COTIUSDT,2026-02-19,108613084.0,1267743.86388724
COTIUSDT,2026-02-20,107023164.0,1297983.35438184
COTIUSDT,2026-02-21,107794372.0,1321993.41203916
COTIUSDT,2026-02-22,108132208.0,1297039.34702752
COTIUSDT,2026-02-23,108711920.0,1254068.095544
COTIUSDT,2026-02-24,146031150.0,1742242.158813
COTIUSDT,2026-02-25,123063007.0,1381382.253575
COTIUSDT,2026-02-26,115658420.0,1404378.8950974
COTIUSDT,2026-02-27,112610025.0,1329560.66486925
COTIUSDT,2026-02-28,113500933.0,1328742.93752837
COTIUSDT,2026-03-01,108656101.0,1307457.77677199
COTIUSDT,2026-03-02,109331707.0,1249968.63310667
COTIUSDT,2026-03-03,110433198.0,1303931.15072916
COTIUSDT,2026-03-04,113992414.0,1363091.64858436
COTIUSDT,2026-03-05,106721134.0,1340968.12409144
COTIUSDT,2026-03-06,111967264.0,1406868.67216
COTIUSDT,2026-03-07,105096397.0,1254311.83566339
COTIUSDT,2026-03-08,104748018.0,1224504.33042
COTIUSDT,2026-03-09,105916485.0,1227724.5808884
COTIUSDT,2026-03-10,109062598.0,1288363.01392988
COTIUSDT,2026-03-11,109071911.0,1300137.17912
COTIUSDT,2026-03-12,107782933.0,1312574.09109802
COTIUSDT,2026-03-13,105623826.0,1308733.07229126
COTIUSDT,2026-03-14,100295070.0,1242154.44195
COTIUSDT,2026-03-15,100624882.0,1234592.83972732
COTIUSDT,2026-03-16,108138673.0,1404190.40138557
CRVUSDT,2026-02-17,75683153.7,19261167.35411346
CRVUSDT,2026-02-18,73918802.8,18668243.17273788
CRVUSDT,2026-02-19,76206645.9,18594421.5996
CRVUSDT,2026-02-20,77955491.1,18697534.89152024
CRVUSDT,2026-02-21,77988432.7,19263142.8769
CRVUSDT,2026-02-22,78865583.5,18809250.81003793
CRVUSDT,2026-02-23,82588506.6,19119091.44447319
CRVUSDT,2026-02-24,88692220.9,19645076.81728706
CRVUSDT,2026-02-25,86341876.9,19404495.86339399
CRVUSDT,2026-02-26,84124169.1,21336769.69530999
CRVUSDT,2026-02-27,82574560.6,20643640.15
CRVUSDT,2026-02-28,81041041.0,19571489.20089936
CRVUSDT,2026-03-01,81592503.2,20479718.3032
CRVUSDT,2026-03-02,82530284.7,19969901.68172697
CRVUSDT,2026-03-03,82503691.9,20586166.92098415
CRVUSDT,2026-03-04,85441650.9,21524149.68711872
CRVUSDT,2026-03-05,82419916.7,20972154.13450433
CRVUSDT,2026-03-06,82874719.7,20752263.24766403
CRVUSDT,2026-03-07,83524471.4,20338190.41051629
CRVUSDT,2026-03-08,87033169.8,20322727.31206069
CRVUSDT,2026-03-09,88338992.7,20546106.41981753
CRVUSDT,2026-03-10,84916996.7,20549369.73262112
CRVUSDT,2026-03-11,85853656.2,20733825.38692959
CRVUSDT,2026-03-12,88597676.4,20599139.61628309
CRVUSDT,2026-03-13,91789423.5,21570514.5225
CRVUSDT,2026-03-14,87376184.9,20533403.4515
CRVUSDT,2026-03-15,95030182.0,22237062.588
CRVUSDT,2026-03-16,89976512.4,21911808.20963332
CYBERUSDT,2026-02-17,4368309.6,2480029.53897506
CYBERUSDT,2026-02-18,4052743.5,2278132.31001837
CYBERUSDT,2026-02-19,11085070.6,6935142.85376517
CYBERUSDT,2026-02-20,9719100.8,5538915.54592
CYBERUSDT,2026-02-21,9147950.5,5187789.28106277
CYBERUSDT,2026-02-22,8521499.9,4934800.59209
CYBERUSDT,2026-02-23,9577830.5,5641559.77280896
CYBERUSDT,2026-02-24,8658002.5,4779134.09001595
CYBERUSDT,2026-02-25,8409143.5,4554227.21629597
CYBERUSDT,2026-02-26,8561194.7,4798600.22601068
CYBERUSDT,2026-02-27,8680955.8,4775925.75455142
CYBERUSDT,2026-02-28,8236491.5,4542829.39161774
CYBERUSDT,2026-03-01,8012072.3,4288577.15253684
CYBERUSDT,2026-03-02,7767371.3,4226942.17690044
CYBERUSDT,2026-03-03,6726448.2,3719232.67141798
CYBERUSDT,2026-03-04,6398391.5,3458970.4449
CYBERUSDT,2026-03-05,5976882.0,3339393.70895352
CYBERUSDT,2026-03-06,5960814.5,3327922.73535
CYBERUSDT,2026-03-07,5763027.8,3103966.77308
CYBERUSDT,2026-03-08,6062313.9,3099054.86568
CYBERUSDT,2026-03-09,6016475.0,3108110.985
CYBERUSDT,2026-03-10,5680621.2,2973131.98778159
CYBERUSDT,2026-03-11,5495520.9,2923798.03134803
CYBERUSDT,2026-03-12,5252850.7,2853357.11491515
CYBERUSDT,2026-03-13,5207037.9,2814403.98495
CYBERUSDT,2026-03-14,5184565.9,2885210.92335
CYBERUSDT,2026-03-15,5878158.3,3245919.01326
CYBERUSDT,2026-03-16,5323056.6,2967726.6444935
DASHUSDT,2026-02-17,471520.932,17961732.23154074
DASHUSDT,2026-02-18,464800.434,17334966.63601691
DASHUSDT,2026-02-19,460058.536,16346903.09688221
DASHUSDT,2026-02-20,474787.82,16394423.4246
DASHUSDT,2026-02-21,494781.759,17408119.82340914
DASHUSDT,2026-02-22,466970.868,15855251.81693485
DASHUSDT,2026-02-23,476252.149,15763480.40968601
DASHUSDT,2026-02-24,435445.913,13908142.46122
DASHUSDT,2026-02-25,434523.289,14056828.39915
DASHUSDT,2026-02-26,421504.631,14651500.97356
DASHUSDT,2026-02-27,403615.59,13779659.93443229
DASHUSDT,2026-02-28,394311.116,13108475.53061152
DASHUSDT,2026-03-01,456886.013,15004136.66692
DASHUSDT,2026-03-02,428554.376,13645171.33184
DASHUSDT,2026-03-03,440432.193,15325704.61768829
DASHUSDT,2026-03-04,440219.394,15037894.49904
DASHUSDT,2026-03-05,389528.348,13655187.60016835
DASHUSDT,2026-03-06,368472.616,12631241.27648
DASHUSDT,2026-03-07,366481.046,11892309.9427
DASHUSDT,2026-03-08,370345.552,11769581.64256
DASHUSDT,2026-03-09,380347.312,11558754.81168
DASHUSDT,2026-03-10,353215.226,11339007.20115053
DASHUSDT,2026-03-11,364967.078,11793878.72744249
DASHUSDT,2026-03-12,371426.686,12041653.16012
DASHUSDT,2026-03-13,367358.978,12067742.4273
DASHUSDT,2026-03-14,364691.424,11786416.2650156
DASHUSDT,2026-03-15,373032.456,12186513.6003112
DASHUSDT,2026-03-16,408946.66,13826605.85616179
DOGEUSDT,2026-02-17,1689678207.0,170573014.99665
DOGEUSDT,2026-02-18,1629833976.0,163961297.9856
DOGEUSDT,2026-02-19,1639088005.0,161442792.5964775
DOGEUSDT,2026-02-20,1518475259.0,149281302.71229
DOGEUSDT,2026-02-21,1548477787.0,154925233.55890575
DOGEUSDT,2026-02-22,1622884508.0,159689806.981565
DOGEUSDT,2026-02-23,1695421745.0,161946685.0824
DOGEUSDT,2026-02-24,1578728914.0,146222424.5697999
DOGEUSDT,2026-02-25,1622474326.0,148164355.45032
DOGEUSDT,2026-02-26,1665423832.0,168090727.7366104
DOGEUSDT,2026-02-27,1604955390.0,155574986.5175685
DOGEUSDT,2026-02-28,1639337819.0,152983021.66245818
DOGEUSDT,2026-03-01,1702561359.0,160068485.44492453
DOGEUSDT,2026-03-02,1553364066.0,142670074.06850743
DOGEUSDT,2026-03-03,1627842984.0,152240791.94949168
DOGEUSDT,2026-03-04,1901139841.0,170958080.05068558
DOGEUSDT,2026-03-05,1990729484.0,196927678.58615708
DOGEUSDT,2026-03-06,1877541092.0,175628235.36224905
DOGEUSDT,2026-03-07,1925059326.0,175642412.90424
DOGEUSDT,2026-03-08,2022532365.0,181744758.3189
DOGEUSDT,2026-03-09,2178248827.0,194057530.53386107
DOGEUSDT,2026-03-10,2157798250.0,195140527.894715
DOGEUSDT,2026-03-11,1949652153.0,184183638.89391
DOGEUSDT,2026-03-12,1967772455.0,182687994.7222
DOGEUSDT,2026-03-13,1909968999.0,180874064.2053
DOGEUSDT,2026-03-14,1918636970.0,184021441.0624523
DOGEUSDT,2026-03-15,1849969234.0,177560047.07932
DOGEUSDT,2026-03-16,1874246297.0,182465505.19537878
DOTUSDT,2026-02-17,24435936.9,33611266.37741208
DOTUSDT,2026-02-18,23818137.9,32059213.6134
DOTUSDT,2026-02-19,24852871.4,32557261.534
DOTUSDT,2026-02-20,26066147.8,33498602.26462596
DOTUSDT,2026-02-21,24903910.3,33371239.802
DOTUSDT,2026-02-22,24591963.8,33420478.8042
DOTUSDT,2026-02-23,23857800.7,31264847.86529253
DOTUSDT,2026-02-24,26964595.6,34083248.8384
DOTUSDT,2026-02-25,26413193.5,32660895.01288853
DOTUSDT,2026-02-26,35791663.4,59433814.44637294
DOTUSDT,2026-02-27,34430033.8,55329064.3166
DOTUSDT,2026-02-28,32685923.6,52251619.73604844
DOTUSDT,2026-03-01,32872462.7,54539414.55438746
DOTUSDT,2026-03-02,31965053.8,48975922.05278904
DOTUSDT,2026-03-03,30876435.0,46561663.98
DOTUSDT,2026-03-04,30492078.2,46713863.8024
DOTUSDT,2026-03-05,29372184.2,45227591.47093542
DOTUSDT,2026-03-06,27605232.4,42208400.3396
DOTUSDT,2026-03-07,29508217.1,43878718.8277
DOTUSDT,2026-03-08,29821841.2,43152204.2164
DOTUSDT,2026-03-09,28657170.6,41591956.23381268
DOTUSDT,2026-03-10,29156070.2,43526443.23092541
DOTUSDT,2026-03-11,29119727.5,43242795.3375
DOTUSDT,2026-03-12,29119812.8,44313895.14232845
DOTUSDT,2026-03-13,29454333.0,44652768.828
DOTUSDT,2026-03-14,32262775.6,47135915.1516
DOTUSDT,2026-03-15,35440839.2,50042464.9504
DOTUSDT,2026-03-16,37489029.9,53937893.98203543
DYDXUSDT,2026-02-17,47984764.1,5206346.90485
DYDXUSDT,2026-02-18,50021079.2,5374038.65397002
DYDXUSDT,2026-02-19,50365075.8,5110073.32796727
DYDXUSDT,2026-02-20,52886440.1,5182871.1298
DYDXUSDT,2026-02-21,53981373.6,5371146.6732
DYDXUSDT,2026-02-22,54127396.1,5386130.04080328
DYDXUSDT,2026-02-23,55024566.3,5199821.51535
DYDXUSDT,2026-02-24,57529603.2,5095947.51372662
DYDXUSDT,2026-02-25,54619556.8,5052309.004
DYDXUSDT,2026-02-26,51869479.0,5253976.75293254
DYDXUSDT,2026-02-27,50178969.1,4911485.38096778
DYDXUSDT,2026-02-28,51694575.9,4929227.72633511
DYDXUSDT,2026-03-01,56600428.7,5320440.2978
DYDXUSDT,2026-03-02,54978901.3,4968035.36703335
DYDXUSDT,2026-03-03,52263412.6,5043419.3159
DYDXUSDT,2026-03-04,51205369.9,4853674.57217546
DYDXUSDT,2026-03-05,53342420.0,5253815.4996692
DYDXUSDT,2026-03-06,55948329.0,5119272.1035
DYDXUSDT,2026-03-07,59052664.5,5047860.14569193
DYDXUSDT,2026-03-08,63827912.8,5136664.25798566
DYDXUSDT,2026-03-09,65847095.0,5236016.78926195
DYDXUSDT,2026-03-10,64695314.6,5272694.01802584
DYDXUSDT,2026-03-11,62042835.2,5303728.66493024
DYDXUSDT,2026-03-12,58212302.9,5054217.41939022
DYDXUSDT,2026-03-13,60968295.0,5396119.05651615
DYDXUSDT,2026-03-14,57507100.5,5118131.9445
DYDXUSDT,2026-03-15,57465452.7,5028227.11125
DYDXUSDT,2026-03-16,55520378.9,5086062.01233777
ENAUSDT,2026-02-17,563865618.0,69411857.5758
ENAUSDT,2026-02-18,563765953.0,67877420.7412
ENAUSDT,2026-02-19,569404974.0,65437596.86385798
ENAUSDT,2026-02-20,582643191.0,64568425.20370944
ENAUSDT,2026-02-21,561095457.0,62449924.3641
ENAUSDT,2026-02-22,567270155.0,61233693.2463975
ENAUSDT,2026-02-23,581553300.0,58075418.761047
ENAUSDT,2026-02-24,578767115.0,56950684.116
ENAUSDT,2026-02-25,571539766.0,55953743.0914
ENAUSDT,2026-02-26,562854838.0,61563677.55753852
ENAUSDT,2026-02-27,572218064.0,60178434.24796544
ENAUSDT,2026-02-28,568175751.0,58355189.36262873
ENAUSDT,2026-03-01,558507375.0,58110195.84078375
ENAUSDT,2026-03-02,565108823.0,58505823.81586637
ENAUSDT,2026-03-03,565036091.0,64364119.98066832
ENAUSDT,2026-03-04,568257891.0,63190277.4792
ENAUSDT,2026-03-05,565623945.0,66365206.12207665
ENAUSDT,2026-03-06,555663660.0,63956887.266
ENAUSDT,2026-03-07,541624664.0,56653939.8544
ENAUSDT,2026-03-08,558505214.0,56351098.45320392
ENAUSDT,2026-03-09,550235896.0,54321483.09434504
ENAUSDT,2026-03-10,555987677.0,56107618.74174394
ENAUSDT,2026-03-11,553770875.0,57012771.608905
ENAUSDT,2026-03-12,544090500.0,56966275.35
ENAUSDT,2026-03-13,528805840.0,56212060.792
ENAUSDT,2026-03-14,530613956.0,57649556.10999684
ENAUSDT,2026-03-15,529915045.0,57229796.8248127
ENAUSDT,2026-03-16,523687456.0,57815095.1424
ENJUSDT,2026-02-17,73883689.0,1592932.33484
ENJUSDT,2026-02-18,74914553.0,1603171.4342
ENJUSDT,2026-02-19,81523117.0,1656663.05457263
ENJUSDT,2026-02-20,81470027.0,1612654.37595015
ENJUSDT,2026-02-21,73255550.0,1480858.7455835
ENJUSDT,2026-02-22,73897700.0,1483865.816
ENJUSDT,2026-02-23,74637726.0,1458421.16604
ENJUSDT,2026-02-24,80784638.0,1507480.12170624
ENJUSDT,2026-02-25,84715767.0,1626119.147565
ENJUSDT,2026-02-26,85909014.0,1733821.73417898
ENJUSDT,2026-02-27,82516751.0,1639607.84237
ENJUSDT,2026-02-28,84794077.0,1685706.25076
ENJUSDT,2026-03-01,84953264.0,1676392.10337104
ENJUSDT,2026-03-02,86373744.0,1639866.85519824
ENJUSDT,2026-03-03,93270374.0,1828678.53942254
ENJUSDT,2026-03-04,96379559.0,1826392.64305
ENJUSDT,2026-03-05,95754856.0,1850152.34646656
ENJUSDT,2026-03-06,95722131.0,1805319.39066
ENJUSDT,2026-03-07,96158018.0,1762576.46994
ENJUSDT,2026-03-08,101288933.0,1786736.77812
ENJUSDT,2026-03-09,105284392.0,1868496.84463888
ENJUSDT,2026-03-10,106735062.0,1903932.56450166
ENJUSDT,2026-03-11,112101688.0,2012225.2996
ENJUSDT,2026-03-12,112963517.0,2091519.517255
ENJUSDT,2026-03-13,110047485.0,2021059.4781699
ENJUSDT,2026-03-14,107124062.0,1964298.57395354
ENJUSDT,2026-03-15,106918536.0,1958140.28223552
ENJUSDT,2026-03-16,106389723.0,1967145.97827
ETCUSDT,2026-02-17,2027818.69,17910483.87683596
ETCUSDT,2026-02-18,1991724.31,17278208.38925
ETCUSDT,2026-02-19,2011726.9,16952990.22350258
ETCUSDT,2026-02-20,2108962.93,17436905.50524
ETCUSDT,2026-02-21,2187073.47,19128664.7421741
ETCUSDT,2026-02-22,2515389.19,22730391.46180589
ETCUSDT,2026-02-23,2293016.67,19511278.84503
ETCUSDT,2026-02-24,2158575.83,18037642.83949775
ETCUSDT,2026-02-25,2107186.2,17456773.35528
ETCUSDT,2026-02-26,2174215.17,19902160.47338743
ETCUSDT,2026-02-27,2129569.31,18855470.46049043
ETCUSDT,2026-02-28,2144714.26,18521752.34936
ETCUSDT,2026-03-01,2010493.82,17435002.40704
ETCUSDT,2026-03-02,1965185.27,16647084.42217
ETCUSDT,2026-03-03,1872573.05,16323219.27685
ETCUSDT,2026-03-04,2022067.11,17161283.56257
ETCUSDT,2026-03-05,1974854.44,17468291.35992242
ETCUSDT,2026-03-06,1975965.56,17087345.52994431
ETCUSDT,2026-03-07,2147998.19,17712983.28020267
ETCUSDT,2026-03-08,2242854.44,18207492.34392
ETCUSDT,2026-03-09,2438604.73,19460065.7454
ETCUSDT,2026-03-10,2242032.14,18283703.42825555
ETCUSDT,2026-03-11,2130760.04,17544123.40467599
ETCUSDT,2026-03-12,2172286.63,17986550.91364457
ETCUSDT,2026-03-13,2193591.74,18125648.54762
ETCUSDT,2026-03-14,2135754.59,18104956.17660607
ETCUSDT,2026-03-15,2188485.54,18052817.21946
ETCUSDT,2026-03-16,2177002.22,18449763.5414932
ETHUSDT,2026-02-17,1751257.265,3497891210.8204
ETHUSDT,2026-02-18,1801113.468,3585440558.47824
ETHUSDT,2026-02-19,1783644.073,3486998666.289943
ETHUSDT,2026-02-20,1812987.46,3531989650.0736
ETHUSDT,2026-02-21,1751107.445,3446034584.952537
ETHUSDT,2026-02-22,1774004.372,3500202640.405048
ETHUSDT,2026-02-23,1749176.975,3423139340.075
ETHUSDT,2026-02-24,1795893.594,3332554346.945007
ETHUSDT,2026-02-25,1844483.309,3414175494.62518
ETHUSDT,2026-02-26,1901956.079,3912040159.847092
ETHUSDT,2026-02-27,1826108.079,3700918460.46693
ETHUSDT,2026-02-28,1812737.497,3496260761.1338444
ETHUSDT,2026-03-01,1790388.773,3515821144.8814754
ETHUSDT,2026-03-02,1821228.936,3529887711.46584
ETHUSDT,2026-03-03,2002001.375,4057276006.58875
ETHUSDT,2026-03-04,1925010.437,3815062684.46408
ETHUSDT,2026-03-05,2139075.149,4549793059.627678
ETHUSDT,2026-03-06,1981496.573,4105861337.621102
ETHUSDT,2026-03-07,1964104.725,3884724171.3885
ETHUSDT,2026-03-08,1946234.027,3830947596.40653
ETHUSDT,2026-03-09,2000388.394,3873116596.6072593
ETHUSDT,2026-03-10,1977831.126,3941231091.52386
ETHUSDT,2026-03-11,2074586.184,4223020125.81648
ETHUSDT,2026-03-12,2110792.579,4329742169.74796
ETHUSDT,2026-03-13,2147792.422,4452008566.09426
ETHUSDT,2026-03-14,2095145.3,4382220185.695317
ETHUSDT,2026-03-15,2062309.953,4321116798.32184
ETHUSDT,2026-03-16,2163456.259,4711423598.91207
FETUSDT,2026-02-17,116906449.0,20224815.677
FETUSDT,2026-02-18,116334702.0,19871470.14594984
FETUSDT,2026-02-19,121033933.0,19827155.57930505
FETUSDT,2026-02-20,126026130.0,20517053.964
FETUSDT,2026-02-21,125655265.0,21091265.13096095
FETUSDT,2026-02-22,125074159.0,20596285.70460181
FETUSDT,2026-02-23,126898289.0,20224975.69981238
FETUSDT,2026-02-24,126898388.0,19498757.07978648
FETUSDT,2026-02-25,126660861.0,19338245.87280696
FETUSDT,2026-02-26,129482086.0,21695458.96754848
FETUSDT,2026-02-27,128122646.0,20742773.23635234
FETUSDT,2026-02-28,126950885.0,19806244.8622927
FETUSDT,2026-03-01,130188104.0,20404022.22075296
FETUSDT,2026-03-02,129679127.0,19515790.48528084
FETUSDT,2026-03-03,132397322.0,20071434.0152
FETUSDT,2026-03-04,137019142.0,20252755.53289456
FETUSDT,2026-03-05,133433249.0,20716515.32528248
FETUSDT,2026-03-06,128961787.0,19675912.62953855
FETUSDT,2026-03-07,130024025.0,18944500.4425
FETUSDT,2026-03-08,134228568.0,19181262.3672
FETUSDT,2026-03-09,136853561.0,19298938.6333029
FETUSDT,2026-03-10,134607999.0,19338708.54721314
FETUSDT,2026-03-11,131792442.0,20335573.8006
FETUSDT,2026-03-12,128599957.0,20633778.22467838
FETUSDT,2026-03-13,129991565.0,23008507.005
FETUSDT,2026-03-14,127079805.0,22623724.12980045
FETUSDT,2026-03-15,124734838.0,22277642.0668
FETUSDT,2026-03-16,129933424.0,25540337.5018752
FILUSDT,2026-02-17,33235848.3,32488463.47616493
FILUSDT,2026-02-18,33355066.8,31987509.0612
FILUSDT,2026-02-19,33316022.1,30867474.04900912
FILUSDT,2026-02-20,33872980.2,30977238.40041735
FILUSDT,2026-02-21,33358550.5,31924132.8285
FILUSDT,2026-02-22,34401921.3,33369863.661
FILUSDT,2026-02-23,34013990.2,31582118.47358296
FILUSDT,2026-02-24,34980452.1,31114631.16173362
FILUSDT,2026-02-25,36002801.3,31628156.358351
FILUSDT,2026-02-26,36204352.8,38449022.6736
FILUSDT,2026-02-27,33208571.2,34029633.52986299
FILUSDT,2026-02-28,32617475.2,32421770.3488
FILUSDT,2026-03-01,30650475.8,30802054.96952608
FILUSDT,2026-03-02,30364945.3,29257541.51424861
FILUSDT,2026-03-03,29815676.1,29428072.3107
FILUSDT,2026-03-04,30352048.3,30336000.86854331
FILUSDT,2026-03-05,30199227.4,30926163.57247499
FILUSDT,2026-03-06,30236582.0,30555191.51658204
FILUSDT,2026-03-07,31560433.8,30844654.83877651
FILUSDT,2026-03-08,31305833.3,29789779.76267257
FILUSDT,2026-03-09,32789227.4,30622034.56333432
FILUSDT,2026-03-10,32209875.9,30195946.64527856
FILUSDT,2026-03-11,44551083.7,38536687.4005
FILUSDT,2026-03-12,46373403.9,40669475.2203
FILUSDT,2026-03-13,49275752.8,43189031.46488875
FILUSDT,2026-03-14,46173771.3,40095032.17084747
FILUSDT,2026-03-15,50199717.5,44276150.835
FILUSDT,2026-03-16,49131484.6,43967174.51678027
GALAUSDT,2026-02-17,1669415883.0,6919728.835035
GALAUSDT,2026-02-18,1734046116.0,6996876.07806
GALAUSDT,2026-02-19,1734246174.0,6707630.6394885
GALAUSDT,2026-02-20,1831214523.0,6949459.114785
GALAUSDT,2026-02-21,1751215006.0,6850910.71282254
GALAUSDT,2026-02-22,1767206383.0,6862221.43376347
GALAUSDT,2026-02-23,1908317657.0,6936734.683195
GALAUSDT,2026-02-24,1944810256.0,6825253.24912432
GALAUSDT,2026-02-25,2005655026.0,7009764.31587
GALAUSDT,2026-02-26,1870199170.0,7275467.5131257
GALAUSDT,2026-02-27,2044750508.0,7584102.31920248
GALAUSDT,2026-02-28,1928021072.0,7044372.03034496
GALAUSDT,2026-03-01,1959376149.0,7060278.85897617
GALAUSDT,2026-03-02,1997893787.0,6968953.21312405
GALAUSDT,2026-03-03,2080700500.0,7355276.2675
GALAUSDT,2026-03-04,2091591993.0,7346361.30477369
GALAUSDT,2026-03-05,2040568583.0,7385470.68382356
GALAUSDT,2026-03-06,2003666497.0,7092979.39938
GALAUSDT,2026-03-07,2101025728.0,7191874.09771584
GALAUSDT,2026-03-08,2074813306.0,6805387.64368
GALAUSDT,2026-03-09,2163935400.0,7081586.79327
GALAUSDT,2026-03-10,2090940030.0,7001031.7742481
GALAUSDT,2026-03-11,2063582597.0,6903406.04087395
GALAUSDT,2026-03-12,2063962382.0,7017327.62143326
GALAUSDT,2026-03-13,2110435232.0,7053391.1106288
GALAUSDT,2026-03-14,2065777843.0,7281866.896575
GALAUSDT,2026-03-15,2062488763.0,6981524.462755
